Word,Count
\s.append("\};"\);\,2
o,2
only),2
mobile-like,2
(entry.getKey().startsWith(HashUUID,2
tab.TabPageSizeSmall,2
18/09/18,2
To,2
l.ResetBorderColorIntensity=ResetBorderColorIntensity;,2
\"\MyLayout"\,\,2
\{BA.Log("\Planner\,2
\d=\"\m31.2\,2
'';display:,2
NeedsHTMLUpdate=true;,2
RemoveAllComponentsForMove(),2
\(easing!="\"\)\,2
pathname.isFile();,2
\LoadLayout(ba,\,2
\Page.ws.RunFunction("\editorenable"\,\,2
this.BIBackColor,2
\pointer\"\>\n"\);\,2
\PositionChronosAll(),\,2
controller.IsOnline(ABMaterialURL),2
radiusY,2
\[true],"\);\,2
Color,2
\"\;right:\,2
\data-b4js=\"\\"\\,2
UTC,2
\(visibility.equalsIgnoreCase("\false"\))\,2
module.Name,2
rc.rowId,2
ret.JSID,2
l.ResetBorderColor=ResetBorderColor;,2
plannernamenu-itemdef,2
item:,2
'auto';,2
useStandard:,2
\0\r\n"\);\,2
multi,2
tmpDate);,2
lasts[k]=t.mText;,2
\(mDateISO.equals("\"\))\,2
header.values.put(header.id,2
\BA.Log("\Command\,2
java.io.BufferedReader;,2
\\"\HH:mm:ss\"\;"\\,2
\(!nb.SideBarSubFontSize.equals("\"\))\,2
\Width"\,\,2
\"\-reset"\,\,2
clear,2
vModule);,2
ease;animation:,2
v.getValue());,2
-9999);,2
card,2
\ABMaterial.HTMLConv().htmlEscape(mTitle,\,2
\"\number"\).ZDepth=ABMaterial.ZDEPTH_REMOVE;\,2
Page.ws.GetElementById(ArrayName.toLowerCase(),2
ResetBackColor=ABMaterial.COLOR_TRANSPARENT;,2
myModal.Content.GetAllComponents,2
grp,2
\tcxhref="\https://3cxonetwo.3cx.be:5001/webclient/#/call?phone=+32\,2
23-.2,2
SetJSON(anywheresoftware.b4a.objects.collections.Map,2
reverse,2
Commands.add(com);,2
c.FromID.toLowerCase();,2
\s.append("\<script\,2
c.px,2
ThirdthBlockColor=MainColor;,2
parts[1]);,2
\ZABDEF.InitProperty("\Placeholder\,2
PositionType;,2
alignTitle;,2
\Names"\).Value;\,2
\InputStreamReader((InputStream)File.OpenInput("\"\,\,2
AddSidebarSubComponentEx,2
maxLon);,2
abmh,2
2-4,2
\s.append("\\t\tCase\,2
(BlockType!=3),2
last),2
\d=\"\m61.1\,2
&lt;}),2
\auto}"\);\,2
t);,2
1.1.5,2
\"\&zoom="\\,2
\{BA.Log("\CustomComponent\,2
\vals[1],\,2
\QuitTitle,QuitYes,\,2
s.NavigationActiveButtonColorIntensity,2
\"\folder"\,"\name"\:\,2
BuildText(menuItems.get(i).text),2
\"\px;border:\,2
ABMaterial.ICONBADGE_POSITION_BOTTOMRIGHT:,2
.7-7.2,2
\method."\);\,2
opacity:,2
begcell,2
\SideSubItems.put(sideItemReturnName.toLowerCase(),\,2
\ABMaterial.HTMLConv().htmlEscape(subitem.ItemText,\,2
Unless,2
movement,2
tgtLanguage);,2
\writer.write("\<meta\,2
\2.2\"\/></g></svg>"\;\,2
\B4JSData="\"\;\,2
TableValue(row.id,2
(IconAlign.equalsIgnoreCase(ABMaterial.ICONALIGN_LEFT)),2
iconAlign),2
scrollable,2
\31,\,2
\value,\,2
moment.locale(),2
-------------------------------------------------------------------------------,2
\browser,\,2
rCounter=1;,2
this.sText,2
rowId;,2
SQLSaveDateFormat,2
earlier,2
both,2
\visible,\,2
\'page_firebaseauthstatechanged','eventparams':'isloggedin','isloggedin':true});"\);\,2
out/in,2
\Right"\).Value;\,2
Cells,2
Tablets,2
\autocomplete=\"\off\"\\,2
\href=\"\"\);\,2
\-0.25s;}"\);\,2
\JarFolder="\\,2
\left,\,2
36c-15,2
\ZABDEF.InitProperty("\Title\,2
\(beforeUniqueId.equals("\"\))\,2
\s.append("\panControl\,2
target,2
cellDef.SizeLarge,2
\bodyThemeName,\,2
\BA.Log("\Module\,2
abort,2
\0rem\"\>\n"\);\,2
\"\double"\,\,2
ABMTable,2
RAC299</b><br>,2
-0.25s;animation-delay:,2
previous,2
br.readLine()),2
BA.Log(decrypt(z));,2
\"\').slider('value',"\\,2
Accepts,2
Else,2
0-31.6,2
\class=\"\buttonnohover\"\\,2
\"\;stroke-width:\,2
\writer.write("\.no-js\,2
\+"\').off('blur').on('blur',\,2
\"\</i>"\);\,2
ParamsResize,2
\'text/css');"\);\,2
\d=\"\m40.6\,2
4.1,2
this.mTitle,2
BuildText(step.Title),2
2012,2
\s.append("\<label\,2
cellDragDropName,2
BA.Log(message);,2
(this.AutoScaleY),2
\"\').contents().find('.pvtUi').tableExport("\\,2
1vmin);height:,2
\HasMenu="\hasmenu"\;\,2
ABMItem>,2
Array[],2
5.6-25.2,2
converts,2
\Params.Add("\"\\,2
\function(outof,\,2
LOG.error(e.getMessage());,2
BA.Log(file.getAbsolutePath());,2
\id="\"\;\,2
transparent,2
boxzoom:,2
\s.append("\\t\tDim\,2
written,2
\invalidInputText,\,2
RowsListBatch.add(row.UniqueId);,2
SetScrollIntoViewOnFocus(boolean,2
0-4.1,2
\PickText,\,2
\"\{contentType:\,2
\cubic-bezier(.55,.3,.24,.99)\,2
\BuildBodyInfo(text,\,2
\rowId,\,2
\hidden;}"\);\,2
1-.2,2
\1;}"\);\,2
zones,2
scriptpath:,2
s:,2
\v=v.replace("\\"\>"\,"\{AT}"\);\,2
alignTopItemsLeftIfTitleCentered;,2
(IsDirty),2
\charset=utf-8"\"\,\,2
edit,2
className;,2
\ReturnTimeFormat,\,2
\"\core"\\,2
--,2
themeName;,2
Accept,2
'url(',2
\s.append("\<img\,2
HasHover;,2
HasHover,2
\"\viewer.html"\))\,2
March,2
\(Entry<String,ABMContainer>\,2
\Short"\).Value;\,2
sheet,2
\v.substring(start,\,2
PaddingTop,2
\"\_ABMPageField"\);\,2
CancelText,2
1.8-1.5,2
rotate(90deg);left:50px;top:0px;animation:,2
Licensed,2
keyCode,2
ABM.CastABMComponent(card),2
HideOnMediumAndDown),2
\backgroundColor,\,2
SetBadgeOnIcon(String,2
\style=\"\font-size:\,2
\AbstractDesignerAdd(page,\,2
human,2
Page.NavigationBar.ExtraContent,2
ABM.B4JS_PARAM_RANGESTOP,2
thePath;,2
s.append(comp.getValue().Build());,2
\ZABDEF.InitProperty("\Maximum\,2
themeName);,2
\"\loop($EL$);"\);\,2
\0px;\"\><a\,2
\ABMaterial.GetColorStr(nb.TopBarBackColor,nb.TopBarBackColorIntensity,\,2
i=0;i<row.NumberOfrows;i++),2
calculatePreciseDuration,2
\data-id=\"\1\"\><i\,2
\"\grab"\\,2
\r=\"\6\"\\,2
\(afterUniqueId.equals("\"\))\,2
c.sIsClosed=sIsClosed;,2
\BA.Log("\Before:\,2
ready,2
\LinkedHashMap<String,ABMRow>();\,2
(BarType),2
tt,2
\destroyResult.get("\result"\);\,2
this.type,2
HasDropDown=true;,2
\intensity"\).Value);\,2
gaming,2
\'ct-axis-title',\,2
\v"\\,2
comps.Get(i),2
\abmcprOnDownEvent);"\);\,2
\fill=\"\#f5f5f5\"\/><circle\,2
\"\alldefaults.def"\\,2
\ABMaterial.INTENSITYSTRING,\,2
\ago,\,2
\"\],"\);\,2
\s.append("\,\,2
Row,2
(orange,2
this.BIWidth,2
library,2
(TopSubItems.containsKey(item.ItemReturnName.toLowerCase()),2
\text"\);\,2
\abmcloseinp-icon"\\,2
//CloudinaryDeleteAllRawFilesWithPrefix(appName,2
cellDef.ThemeName,2
row.CenterInPage,2
makes,2
-----------,2
quote,2
\"\').parent().find('span[class=\"\character-counter\"\]').html('');"\,\,2
0-5.4,2
\fa-trash-o\"\></i></div>"\);\,2
rotate(45deg);animation:,2
Unicode,2
\"\extract"\);\,2
(ALL,2
PaddingLeftPx,2
\"\zabcellactive"\);\,2
define,2
\ZABDEF.InitProperty("\Cancel\,2
\backgroundColorIntensity,\,2
60vh,2
location,2
Translations.get(j));,2
\cancelButton,\,2
\marginBottomPx,\,2
Theme.MenuForeColorIntensity),2
2015-11-18),2
1.2-2.8.3-1.4-.6-2-1.1-2-1.6,2
\//BA.Log("\flush\,2
YuiOptions,2
\"\myclient"\)\,2
\HasPreviousNext,\,2
\"\-icon\"\\,2
pageFieldName=classFieldA.getName();,2
\"\_0__"\,\,2
Page.B4JSCalls.entrySet()),2
ease-out;,2
\ABMaterial.COLORSTRING,\,2
1.1-.5,2
\2;}"\);\,2
.loader-section,2
57.8,2
HoverIn,2
\function(dismiss){"\\,2
int),2
(ret.getSize()==0),2
this.HeightPx,2
INPUTBOX_RESULT_,2
instance,2
ABMaterial.SLIDER_HANDLETOOLTIP_TRUE:,2
row.values.put(row.id,2
\class=\"\help-tip\,2
\String)"\})\,2
VarName,2
locale,2
(CloudDebug),2
\v=v.replace(vv,repl\,2
\found!"\);\,2
(search,2
hardware,2
this.ID;,2
\.loader-section.section-right{right:0;}"\);\,2
deflabel.ThemeName.toLowerCase(),2
Automatically,2
ret.Add(comp.getValue());,2
\Rows.getOrDefault("\_"\\,2
\-0.5s;}"\);\,2
left;,2
\NoSuchMethodException,\,2
\A,\,2
cell.DragDropFooterID,2
\250))"\,\,2
\!mIsOnlyForPrintClass.equals("\"\);\,2
\mMode,\,2
NumberOfColumnsSmall,2
(!SideSubItems.containsKey(sideItemReturnName.toLowerCase())),2
\"\waves-effect"\;\,2
BA.Log(text);,2
Enable,2
\s.append("\console.log(fret);"\);\,2
2-7.5,2
Printing,2
scaleX(1);},2
Unmarks,2
cache,2
\InputDisabledForeColorIntensity="\"\;\,2
INPUT_QUESTIONTYPE_,2
\s.append("\height:\,2
ABMCanvasCommand,2
component.ArrayName);,2
\afterUniqueId!"\);\,2
5.1,2
\block;\"\"\;\,2
\class=\"\caret\"\>&nbsp;&#9660;</span>"\;\,2
\BA.class,\,2
//BA.Log(vv);,2
\"\self.page_b4jsmsgboxresult(_b4js_returnname,'abmok');"\\,2
\Storm,\,2
\ZABDEF.InitProperty("\Back\,2
(SessionMaxInactiveInterval==-1),2
ret.Add(mDate);,2
Keys,2
\for=\"\"\\,2
color;,2
uniqueID);,2
\"\POST"\\,2
\"\label\"\\,2
\marker.Title,\,2
\ABMaterial.GetColorStrMap(deflabel.ResetForeColor,deflabel.ResetForeColorIntensity)\,2
Orientation=ABMaterial.SLIDER_ORIENTATION_HORIZONTAL;,2
give,2
\"\);\n"\);\,2
37px,2
\d=\"\m49.7\,2
\ABMaterial.GetColorStrMap(in.IconColor,\,2
ZAbstractDesignerProperty,2
\type,\,2
\s.append("\<li><div\,2
1.7-1.8,2
OldVisibility);,2
selectors,2
10-4.4,2
\writer.write("\KeepAlive('./session.heartbeat');\n"\);\,2
\Menu(returnID,\,2
startColumn,2
tmpNext,2
this.theme,2
fieldsB,2
null)==null,2
selectable,2
0-1.2,2
(ua.indexOf('firefox'),2
last,2
Page.CompleteTheme.Button(themeName,2
\"\'].toDataURL();console.log(svg64);$('#"\\,2
\d=\"\m41.2\,2
(HandleToolTip),2
directory,2
classFieldA.canAccess(me);,2
\fill=\"\#ff5a79\"\/></svg>"\;\,2
wagen,2
row.InsertBefore=beforeUniqueId.toLowerCase();,2
\ASC,\,2
\s.append("\s.setAttribute('id',\,2
thorough,2
varMeth,2
\s.append("\left\"\></i>"\);\,2
metaData:,2
\writer.write("\console.log('heartbeat');\n"\);\,2
&lt;svg,2
\BA.Log("\Cell:\,2
parts[10];,2
\iconColorIntensity,\,2
SourceFolder.getAbsolutePath());,2
margin-bottom:,2
S,2
WinMo,2
\(!sText.equals("\"\))\,2
\'01/01/2017'"\\,2
\ch.LabelColorIntensity,\,2
\"\-helptip\"\\,2
\s.append("\head.appendChild(s);"\);\,2
repeat:,2
Steps,2
\//BA.Log("\FutureText\,2
\container!"\);\,2
0-.9-.2-.8-.7,2
\ZABDEF.InitProperty("\Path\,2
(so,2
\z-depth-1\"\>\n<a\,2
\"\\"\).style.display\,2
numberOfCells;,2
7.7s11.3-3.6,2
active),2
res;,2
this.Url,2
\ease-in;}"\);\,2
\"\']=\,2
res.Add(s);,2
Refresh:,2
Danger,2
invalid,2
getsortcolumn,2
\BA.Log("\forVar:\,2
\AddSidebarComponentEx,\,2
Popular,2
(!SideItems.isEmpty()),2
GoogleTV,2
\ZABDEF.Property("\themename"\).Value;\,2
delete:,2
\ZABDEF.Property("\Date"\).Value;\,2
\r=\"\1.2\"\\,2
cell.AddComponentDD(footerComponent);,2
BA.Log(entry.getValue().ToString());,2
mark,2
SQLSaveTimeFormat,2
agreed,2
Blocks.get(i).Build());,2
ChronoSlide,2
\"\~BR~"\);\,2
CRLF,2
\class=\"\abmcloseinp-icon\,2
anywheresoftware.b4a.objects.streams.File;,2
\"\NeedsB4JS"\);\,2
\"\showCloseButton:\,2
\"\+ActiveSideReturnName);\,2
1.9-.2,2
\cx=\"\22.8\"\\,2
relPath,2
Cell,2
\onclick=\"\plannerclickarray(event,\,2
100%{-webkit-transform:,2
3-2.8,2
\cy=\"\28.5\"\\,2
l.ItemDividerColorIntensity),2
\s.append("\s.styleSheet.cssText\,2
custom,2
\ZABDEF.InitProperty("\Mode"\,\,2
\result.credential.accessToken;"\);\,2
8.9-2.3,2
2.5s,2
\"\\"\"\;\,2
\fa-files-o\"\></i></div>"\);\,2
1..7,2
comps,2
\nb.TopBarTitleColorIntensity,\,2
ArrayList<Menu>();,2
\small\"\></i>"\);\,2
\"\))"\,\,2
\mHeightPx,\,2
(page!=null),2
26.9c-1.9-5.1-4.7-7.7-7.5-7.7s-5.6,2
anywheresoftware.b4a.BA.ShortName;,2
re-use,2
Print,2
\Components.put(entry.getKey(),\,2
\fill=\"\#ffdd67\"\/><circle\,2
\15px;}"\);\,2
5px,2
Counter++;,2
l.ResetForeColor=ResetForeColor;,2
\PrettyPrintingMap<String,ExtractVariable>(Vars).toString());\,2
charts),2
\"\FIRSTDAYOFWEEK_MONDAY:FIRSTDAYOFWEEK_TUESDAY:FIRSTDAYOFWEEK_WEDNESDAY:FIRSTDAYOFWEEK_THURSDAY:FIRSTDAYOFWEEK_FRIDAY:FIRSTDAYOFWEEK_SATURDAY:FIRSTDAYOFWEEK_SUNDAY"\,\,2
outAnim,2
TopSubItems.get(topItemReturnName.toLowerCase()).add(new,2
WITHOUT,2
\s.append("\,"\);\,2
\spl[sp].substring(0,\,2
tmpActiveSubLanguage,2
represented,2
root,2
\id=\"\btnextrasidebar"\\,2
\"\'].text("\\,2
\responsive="\\,2
simple,2
tmpVar;,2
\Bottom"\).Value;\,2
\s.append("\s.appendChild(document.createTextNode(\"\"\\,2
anchor,2
\s.append("\\t\tEnd\,2
IterableList,2
\fill=\"\#664e27\"\/><circle\,2
json;,2
//BA.Log(IconColor);,2
'Blue'},2
M,2
ABM.UITYPE_LABEL,2
areas,2
\0-.5-.1-.8-.8-.8\"\\,2
\anim,\,2
\BA.Log("\------------------------------------------------"\);\,2
30.5,2
\s.append("\</ul></li>\n"\);\,2
(!IsMultiContainerCell),2
File(sFile);,2
ABMaterial.UITYPE_TABEL:,2
\cx=\"\41.2\"\\,2
cellDef.SizeSmall,2
touchbehavior,2
bubbling,2
\cy=\"\26.6\"\\,2
Size,2
\"\\"\><p>"\\,2
System.currentTimeMillis();,2
(DisableSpellcheck),2
i=0;i<row.RowIDs.size();i++),2
axisClass:,2
\"\/viewer.html?url="\\,2
n.IconAlign,2
\MaxNumberOfPages,\,2
\BA.Log("\Container\,2
11.4,2
\BA.Log("\Parent:\,2
\(subitem.ItemText.equals("\"\))\,2
CSSUrl,2
vertical,2
DataBelow,2
\"\\"\]\,2
comp),2
see:,2
\s.append("\console.log('changing'\,2
MM,2
\mIsOnlyForPrintClass="\\,2
\BA.Log("\METHOD:\,2
($('.plannernamenu-container').length==0),2
layoutName);,2
Apple,2
setIsOnlyForPrint(Boolean,2
12.2c-.8.8-3.6-2-2.8-2.8l12.2-12.2c.7-.7,2
\AxisXLabelSuffix="\"\;\,2
\"\</div></li>"\);\,2
\ZABDEF.Property("\tooltipposition"\).Value);\,2
Invalid,2
Special,2
\Boolean)\r\n"\);\,2
visibility);,2
\s.append("\\t\tIf\,2
Create,2
\"\en.lng"\\,2
\ZABDEF.Property("\Cancel\,2
0-.8.3-.8.8,2
\r=\"\5\"\/></g></svg>"\;\,2
\2rem\"\>&nbsp;</i>"\;\,2
Switch=1-Switch;,2
\fill=\"\#e2596c\"\\,2
\color"\).Value);\,2
SecondthBlockColor=MainColor;,2
\s.append("\\tcurrentMessage.FromJSON(jsonMessage)\r\n"\);\,2
\durationMs,\,2
1.3,2
1.3-.8.1-.6.2-1.1.3-1.6,2
datacollapsible,2
TextToShowInCombo,2
34.4c-.4-.5-1.1-.4-1.9-.4-15.8,2
bouncing,2
mType,2
measured,2
One,2
Viewer_PageFinished,2
closed,2
NEEDED!!!!,2
\s.append("\orientation:\,2
(Switch==0),2
\1.2-.9\"\/><path\,2
nb.LogoZDepth,2
tree;,2
\auto;"\;\,2
Theme.ActiveColorIntensity),2
\(afterUniqueId=="\"\\,2
mHeightPx,2
inactive,2
\BA.Log("\IsPanel:\,2
0..59,2
note,2
\(value.matches("\[-+]?\\d*\\.?\\d+"\))\,2
json.Initialize(js.ToString());,2
\JSID="\"\;\,2
ms,2
connected,2
\"\value"\,\,2
collapsing,2
\ZABDEF.Property("\chart\,2
'Rich,2
sticky-action,2
this.BIMarginPx,2
\15px;font-size:2rem;}"\);\,2
1000;stroke-linecap:,2
\center\"\>\n"\);\,2
50%;transform-origin:,2
conversion,2
Components.remove(entry.getKey());,2
\class=\"\no-padding\"\>\n"\);\,2
HasDropDown=false;,2
edit/delete,2
\d=\"\m51.7\,2
FirstBlockColor=MainColor;,2
\ZABDEF.Property("\Collapse\,2
\r=\"\10\"\\,2
BA.Log(svgCont.ParentString,2
(3.75+),2
\result.user;"\);\,2
activation,2
7.4-.2.5.7,2
\(params.get(4).equalsIgnoreCase("\false"\))\,2
\"\object"\:\,2
java.io.InputStream;,2
\error.email;"\);\,2
phones,2
\onclick=\"\actionbuttonclickarray(event,'"\\,2
\id="\\,2
\class=\"\col\,2
\-50%);}"\);\,2
'success':,2
\HasFirstLast,\,2
2.1c.5.4,2
validated!),2
Convert,2
\s.append("\sty[0].innerHTML=\"\"\\,2
45%;background:,2
\cloudinary.api().resources(ObjectUtils.asMap("\resource_type"\,\,2
\AxisXLabelPrefix="\"\;\,2
ContentIsOpen(boolean),2
page.HZConnection,2
j.SetHtml(BuildBody(Title));,2
\File(anywheresoftware.b4a.objects.streams.File.getDirAssets(),"\copymewithjar.needs"\);\,2
\"\'].toDataURL());var\,2
p.Language,2
{border:,2
\Me)\r\n"\);\,2
(!WithExtraContent,2
\Image,\,2
propType),2
\ZABDEF.InitProperty("\Button\,2
cellDef.NumberOfCells,2
-0.75s;animation-delay:,2
\(!params.get(4).equalsIgnoreCase("\"\))\,2
3px,2
let,2
\Intensity"\,\,2
\(!OldCursor.equals("\"\))\,2
\marker.Longitude,\,2
Size(),2
draggable,2
in.BorderStyle,2
Byte[],2
existing,2
\s.append("\<tr\,2
\UserAgents,\,2
InitB4JSType(v);,2
\container.LoadABMLayout(page,\,2
pageClassName,2
l.ResetBackColorIntensity=ResetBackColorIntensity;,2
\HasToolbar,\,2
hw,2
boxzoom=true),2
50%;background-color:,2
message);,2
transition:all,2
\Page.ws.RunFunction("\inputscrollintofocus('"\\,2
com,2
results,2
\"\<i>"\\,2
\ZABDEF.Property("\size"\).Value);\,2
we,2
17.7,2
NativeRequest(jsonMessage,2
\"\margin:\,2
mIsOnlyForPrintClass,2
child,2
(function(),2
\BA.LogError("\ERROR:\,2
IF,2
GeoLocation,2
step.StepCounter,2
ResetBorderColor=ABMaterial.COLOR_GREY;,2
Theme.Cell((String)RowThemes.Get(i)).IsEditable;,2
(this,2
\"\'>"\);\,2
\"\').inputmask();"\);\,2
\ZABDEF.Property("\Button\,2
(onlyInner),2
\writer.write("\background-color:\,2
\BA.Log("\console.log($('#"\\,2
zindex:,2
\top"\).Value;\,2
ButtonText,2
appear,2
ParamsResize.Initialize();,2
-2px),2
\BA.Log("\Getting\,2
'',2
event.StartEditable,2
RefreshNoContents,2
py;,2
\d=\"\m12.3\,2
\id=\"\pagestyle\"\\,2
(between,2
5px;color:,2
B4X,2
SixthBlockColor=MainColor;,2
blocks,2
ease-in;transition:all,2
ScrollIntoViewOnFocus=0;,2
cellActive),2
anything,2
MutationObserver,2
inputType:,2
ccell.Component(ArrayName.toLowerCase(),2
ThemeMHead,2
tTheme,2
\"\].CancelButtonColor,"\\,2
MeColor=MainColor;,2
\"\</a></li>\n"\\,2
address,2
cursor-drag,2
barType;,2
\dot2{3%,97%{width:150px;height:90px;margin-top:-45px;margin-left:-75px}30%,36%{width:70px;height:96px;margin-top:-48px;margin-left:-35px}63%,69%{width:32px;height:60px;margin-top:-30px;margin-left:-16px}}@keyframes\,2
\"\cancelButtonText:\,2
height),2
ret.Add(Long.parseLong(ss[2]));,2
\(String)FooterThemes.Get(i),\,2
\(varPars.startsWith("\\"\"\))\,2
this.IsActive=active;,2
cellDef.PaddingLeftPx,2
inline-block;height:,2
\internal,\,2
iframe,2
c.InputDisabledForeColorIntensity=InputDisabledForeColorIntensity;,2
\onclick=\"\inputresetclickarray(event,\,2
setIsPrintable(Boolean,2
\id=\"\outerContainer\"\"\\,2
1.2.9,2
\src=\"\../../js/web/viewer.js\"\></script>\,2
containerID),2
Clean(sAll[i]).toLowerCase();,2
\v=v.replace("\</a>"\,"\{/AL}"\);\,2
(HasDropDown),2
\ZABDEF.Property("\default\,2
ButtonType,2
3.6-1.7,2
jar,2
\"\text"\,\,2
\abmdropdown"\\,2
PrettyTime(new,2
\cy=\"\35.5\"\\,2
resizecellsOnly();,2
\0\"\\,2
\mEnabled,\,2
lrow.GetNextCell(theme);,2
\writer.write("\$('#'\,2
abm-myspecial-icon,2
\d=\"\m24.3\,2
pathname.getName().toLowerCase();,2
\class=\"\brand-logo\"\>\n"\);\,2
\codes,\,2
ExtraContent,2
work:,2
Standard,2
\s.append("\</ul>\n</li>\n"\);\,2
\[false],"\);\,2
hideOnMidAndDown),2
(dayMenus.size()>0),2
feature,2
fixed;display:,2
compliance,2
\"\html:\,2
SourceFolder=null;,2
file.getName(),2
1.3-1.3.3-1.8,2
publicId,2
\fill=\"\#fff\"\><ellipse\,2
\Type,\,2
\parentString,\,2
IsSortable=true;,2
\BA.Log("\Cell\,2
\lrow.GetNextCell("\"\);\,2
1.4-.4,2
\fa-pause\"\></i></div>"\);\,2
compIDExtra,2
BA.Log(line,2
me.getClass().getDeclaredFields();,2
ua,2
_ba;,2
\ABMaterial.GetColorStr(ch.LabelColor,\,2
ABMComponents,2
phase,2
\"\px;}@media\,2
Heading,2
!==,2
5px;background-color:#6bb2cd;animation-name:dot3}@keyframes,2
cellDef;,2
\s.append("\\tInitializeViewer\r\n"\);\,2
\"\5px"\)\,2
\BA.Log("\"\\,2
\(String)HeaderThemes.Get(i),\,2
\1.6-3.5\"\\,2
with-gab,2
InitB4JSType(var);,2
{position:fixed;top:,2
ABMNavBarItem,2
svgCont.ParentString,2
BA.Log(iconName);,2
1.5px;stroke-dasharray:,2
\BA.Log("\Flushing"\);\,2
\"\GetEnabled("\\,2
gridDef;,2
\BA.Log("\DEFAULTS:\,2
\"\;opacity:\,2
f,2
\name="\HandheldFriendly"\\,2
(tab!=null),2
is:,2
footerComponent.RootID();,2
ParamsResize);,2
\"\console.log(svgs['"\\,2
technology,2
\Date"\).Value;\,2
this.TopBarFixed=topBarFixed;,2
\fill=\"\#65b1ef\"\/><g\,2
\s.append("\s.setAttribute('type',\,2
'filename':,2
-50%);transform:,2
BuildText(step.Description),2
ok,2
\"\={}"\;\,2
0-3.1,2
Defaults.get(j));,2
you're,2
\cy=\"\25\"\\,2
B4JSPARAM_JQUERYEVENT,2
automatically,2
\link,\,2
\"\"\application/json;\,2
Curve,2
GotLastEnabled=true;,2
BA.Log(method.Name,2
\initial;\"\>"\\,2
\prefix,\,2
\rightWidth,\,2
(Url,2
5.5.9,2
nothing,2
INPUT_QUESTIONTYPE_EMAIL:,2
10.4,2
0-11.7.7-15.2,2
\strings,\,2
core.min.css,2
RowDef,2
<li>If,2
j=0;j<cell.NumberOfCells;j++),2
\5,\,2
Theme;,2
!TopBarDropdownHideArrow),2
(ABMTable),2
B4JSClass);,2
app,2
s.append(el.initString);,2
law,2
\leftVisibility,\,2
\src=\"\../../js/web/debugger.js\"\></script>\,2
\class=\"\abmicbdg\,2
15.8-2,2
page.ws.flush,2
(cancelText.length,2
B4JS:,2
\cx=\"\19.5\"\\,2
varPars.length(),2
this.ItemText,2
\ZABDEF.Property("\Path\,2
11);,2
ABMCell>,2
OWN,2
\javascript');}"\);\,2
original,2
\ZABDEF.InitProperty("\Collapse\,2
SAME,2
0-1.1.5-1.1,2
writer.close();,2
(ABMNavBarItem,2
\"\cancelButtonTextColor:\,2
(!isFirst),2
ABMTreeTableCell();,2
\20"\\,2
\writer.write("\<link\,2
(full,2
\_b4js_"\\,2
\+"\label').attr('activecolor'));"\);\,2
RemoveMeForMove(),2
mask:,2
mIsPrintableClass);,2
\s.append("\$('[data-b4js=\"\"\\,2
10.9-10,2
dblclickzoom:,2
JSONException,2
cell.getValue().CellInfo);,2
\s.append("\"\\,2
tgtLanguage),2
CSS',2
this.BIPosition,2
Page.AllComponents.remove(componentId.toLowerCase());,2
6.1c-.2.4.8,2
\//s.append("\console.log('changing'\,2
flexibility,2
\AxisYLabelPrefix="\"\;\,2
\dir,\,2
\"\EEEE\,2
Theme.BorderRadiusTopLeftPx,2
\"\.isinitialized=true"\);\,2
HMAC,2
Theme.BorderRadiusBottomRightPx,2
\s.append("\\tcurrentMessage.Initialize\r\n"\);\,2
\help-tip"\\,2
\s.append("\;padding:\,2
;width:,2
ABM.B4JS_PARAM_RANGESTART,2
\(!HandleToolTip.equals("\"\))\,2
showing,2
scaleX(2);},2
fading,2
software,2
never,2
iconAlign;,2
\"\\"\"\);\,2
1.1-.2,2
HH,2
2.5-7.2,2
cellId,2
round;z-index:,2
4.3.7,2
itemText;,2
\+"\;-webkit-transform-origin:\,2
validated,2
sideBarLogo;,2
\"\myclient"\,\,2
28.7c-1.9-5.1-4.7-7.7-7.5-7.7s-5.6,2
\cy=\"\29.1\"\\,2
\mDocumentURL,\,2
(start,2
\s.append(ABMaterial.GetColorStr(l.BackColor,\,2
\0-.8-.1-1.3-1.4-1.5\"\\,2
WEBP,2
\true);\n"\);\,2
\first,\,2
console,2
autoresize,2
Clone(String,2
\footer.id="\footer"\;\,2
users,2
\prevID="\"\;\,2
\d=\"\M33.5\,2
\s.append("\\tcontroller.NativeResponse(currentMessage.ToJSON)\r\n"\);\,2
\BA.Log("\CurrentVars\,2
allowed,2
(stop>0),2
\v.indexOf("\{/IC}"\);\,2
ExtraVar,2
Target,2
eventName.toLowerCase();,2
me,2
dead,2
//161010,2
\"\)').sideNav('hide');\"\\,2
menuItems.get(i).returnValue,2
multitouch,2
cCounter++;,2
extra;,2
24.9,2
getactivetablerow()},2
\onclick=\"\filebuttonclickarray(event,'"\\,2
AddSidebarSubComponent,2
45%,2
\BA.Log("\[NB]AddSideBarSubComponent:\,2
\"\COLOR_TRANSPARENT"\,\,2
\ABMaterial.GetColorStrMap(L1ColorTemp,L1ColorTempIntensity)\,2
ABMaterial.ICONBADGE_POSITION_TOPRIGHT:,2
getIsOnlyForPrint(),2
comId,2
accesible=false;,2
\PreRenderVisibility="\"\;\,2
ABMaterial.UITYPE_NAVBAR;,2
(Object,2
ccell.Component(componentId);,2
prior,2
IsTrackingVars=false;,2
\zabdef,\,2
c.InputDisabledForeColor=InputDisabledForeColor;,2
onlyNew=false;,2
outDurationMs,2
\d=\"\m33.8\,2
scale.y,2
IsDirty=false;,2
